数据集名称,ltv_create_body,ltv_update_body,assert_ltv_name
数据集-2132,"{""name"": ""新建LTV分析2131"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2131"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2131
数据集-2133,"{""name"": ""新建LTV分析2132"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2132"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2132
数据集-2134,"{""name"": ""新建LTV分析2133"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""保暖""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2133"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2133
数据集-2135,"{""name"": ""新建LTV分析2134"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""<="", ""values"": [""1675134050711""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""保暖""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2134"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2134
数据集-2136,"{""name"": ""新建LTV分析2135"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": []}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2135"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2135
数据集-2137,"{""name"": ""新建LTV分析2136"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""between"", ""values"": [""abs:1672502400000,1675180799999""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2136"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2136
数据集-2138,"{""name"": ""新建LTV分析2137"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2137"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2137
数据集-2139,"{""name"": ""新建LTV分析2138"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2138"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2138
数据集-2140,"{""name"": ""新建LTV分析2139"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,0""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2139"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2139
数据集-2141,"{""name"": ""新建LTV分析2140"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""not between"", ""values"": [""abs:1672502400000,1675180799999""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""保暖""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2140"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2140
数据集-2142,"{""name"": ""新建LTV分析2141"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""between"", ""values"": [""abs:1672502400000,1675180799999""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2141"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2141
数据集-2143,"{""name"": ""新建LTV分析2142"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2142"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2142
数据集-2144,"{""name"": ""新建LTV分析2143"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2143"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2143
数据集-2145,"{""name"": ""新建LTV分析2144"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""保暖""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""not between"", ""values"": [""abs:1672502400000,1675180799999""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2144"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2144
数据集-2146,"{""name"": ""新建LTV分析2145"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2145"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2145
数据集-2147,"{""name"": ""新建LTV分析2146"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""访问退出的分析组全局虚拟属性-float"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""chartType"": ""LTV""}","{""name"": ""更新LTV分析2146"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent""}, ""revenueEvents"": [{""metric"": {""alias"": ""访问的页面浏览数目"", ""id"": ""rRGoYQml"", ""key"": ""$visit"", ""type"": ""custom"", ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:91,1"", ""targetUser"": {""key"": ""uv""}}",新建LTV分析2146
