数据集名称,ltv_query_body,assert_data_len
数据集-1555,"{""name"": ""LTV分析1555"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1556,"{""name"": ""LTV分析1556"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1557,"{""name"": ""LTV分析1557"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""between"", ""values"": [""abs:1672502400000,1675180799999""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1558,"{""name"": ""LTV分析1558"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,0""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1559,"{""name"": ""LTV分析1559"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1560,"{""name"": ""LTV分析1560"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""保暖""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1561,"{""name"": ""LTV分析1561"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1562,"{""name"": ""LTV分析1562"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""editStatus"": ""true""}",8
数据集-1563,"{""name"": ""LTV分析1563"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""实用""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1564,"{""name"": ""LTV分析1564"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""not between"", ""values"": [""abs:1672502400000,1675180799999""]}]}, ""editStatus"": ""true""}",8
数据集-1565,"{""name"": ""LTV分析1565"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not like"", ""values"": [""iOS""]}]}, ""editStatus"": ""true""}",8
数据集-1566,"{""name"": ""LTV分析1566"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": ["" ""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""not between"", ""values"": [""abs:1672502400000,1675180799999""]}]}, ""editStatus"": ""true""}",8
数据集-1567,"{""name"": ""LTV分析1567"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""not between"", ""values"": [""abs:1672502400000,1675180799999""]}]}, ""editStatus"": ""true""}",8
数据集-1568,"{""name"": ""LTV分析1568"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""实用""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""not between"", ""values"": [""abs:1672502400000,1675180799999""]}]}, ""editStatus"": ""true""}",8
数据集-1569,"{""name"": ""LTV分析1569"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1570,"{""name"": ""LTV分析1570"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$page"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""!="", ""values"": [""1675130471180""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""editStatus"": ""true""}",8
数据集-1571,"{""name"": ""LTV分析1571"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,-365""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1572,"{""name"": ""LTV分析1572"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""="", ""values"": [""Web""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": "">"", ""values"": [""1675134050711""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1573,"{""name"": ""LTV分析1573"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""in"", ""values"": [""iOS""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""实用""]}]}, ""editStatus"": ""true""}",8
数据集-1574,"{""name"": ""LTV分析1574"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""not in"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""="", ""values"": ["" ""]}]}, ""attributeKey"": ""$duration""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""="", ""values"": [""1675130471180""]}]}, ""editStatus"": ""true""}",8
数据集-1575,"{""name"": ""LTV分析1575"", ""initialEvent"": {""type"": ""custom"", ""key"": ""$anyevent"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""b"", ""name"": ""应用平台"", ""valueType"": ""string"", ""op"": ""like"", ""values"": [""iOS""]}]}}, ""revenueEvents"": [{""metric"": {""alias"": ""接口自动化测试-LTV营收事件1"", ""key"": ""$visit"", ""type"": ""custom"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$first_utm_campaign"", ""name"": ""首次广告名称"", ""valueType"": ""string"", ""op"": ""!="", ""values"": [""实用""]}]}, ""attributeKey"": ""$page_count""}}], ""timeRange"": ""day:8,1"", ""targetUser"": {""key"": ""uv""}, ""chartType"": ""LTV"", ""filter"": {""op"": ""and"", ""exprs"": [{""key"": ""usr_$basic_birthday"", ""name"": ""出生年月日"", ""valueType"": ""date"", ""op"": ""relativeTime"", ""values"": [""relativeTime:-100,0""]}]}, ""editStatus"": ""true""}",8
